# fqcn	kind	source_jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.HuntingToolkit	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.Songs	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.Starlyn	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.TreeGifts	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.hina.Tasks	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.hina.tasks.TaskProgress	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.FishingNet	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.HuntingScythe	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.InUse	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.Lasso	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.PocketBlackHole	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.ToolKit	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.Trap	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.inuse.FishingNet	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.inuse.HuntingScythe	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.inuse.Lasso	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.inuse.PocketBlackHole	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.huntingtoolkit.inuse.Trap	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.songs.Harp	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.starlyn.PersonalBests	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.foraging.treegifts.MilestoneTierClaimed	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.forge.ForgeProcesses	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.forge.forgeprocesses.ForgeProcess	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.forge.forgeprocesses.forgeprocess.ForgeProcessInfo	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.forge.forgeprocesses.forgeprocess.forgeprocessinfo.OldItem	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.FarmingToolkit	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Cactu	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Carrot	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.CocoaBean	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.InUse	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Melon	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Mushroom	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.NetherStalk	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Potato	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Pumpkin	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.SugarCane	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Sunflower	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.Wheat	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.WildRose	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Cactus	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Carrot	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.CocoaBeans	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Melon	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Mushroom	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.NetherStalk	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Potato	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Pumpkin	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.SugarCane	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Sunflower	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.Wheat	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.gardenplayerdata.farmingtoolkit.inuse.WildRose	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.glaciteplayerdata.CorpsesLooted	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.BackpackContent	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.BackpackIcon	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.BagContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.EnderChestContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.EquipmentContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.InvArmor	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.InvContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.PersonalVaultContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.WardrobeContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.bagcontents.FishingBag	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.bagcontents.PotionBag	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.bagcontents.Quiver	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.bagcontents.SacksBag	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.inventory.bagcontents.TalismanBag	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.jacobscontest.Contest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.jacobscontest.MedalsInv	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.jacobscontest.Perks	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.jacobscontest.PersonalBests	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.jacobscontest.UniqueBrackets	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.leveling.Completions	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.memberprofile.CoopInvitation	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.memberprofile.DeletionNotice	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.Biomes	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.Crystals	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.Nodes	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.biomes.Dwarven	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.biomes.Goblin	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.biomes.Jungle	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.biomes.Precursor	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.miningcore.crystals.CrystalData	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.Abiphone	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.Dojo	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.KuudraCompletedTiers	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.KuudraPartyFinder	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.Matriarch	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.NpcPath	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.Quests	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.abiphone.ContactData	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.abiphone.Games	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.abiphone.OperatorChip	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.abiphone.contactdata.Specific	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.kuudrapartyfinder.GroupBuilder	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.kuudrapartyfinder.SearchSettings	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.AlchemistQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.AranyaQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.ChickenQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.DuelTrainingQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.EdelisQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.KuudaBossDaily	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.MinibossDaily	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.MinibossData	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.MollimQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.PabloQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.PomtairQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.QuestData	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.QuestRewards	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.Rulenor	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.SirihQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.SuusQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.netherislandplayerdata.quests.questdata.QuestInfo	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.Autopet	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.Pet	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.PetCare	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.autopet.Rule	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.autopet.rule.Data	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.autopet.rule.Exception	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.autopet.rule.exception.Data	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.petsdata.pet.Extra	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.ActiveEffect	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.Experience	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.GardenChips	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.PausedEffect	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.Perks	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.TempStatBuff	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.activeeffect.Modifier	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerdata.pausedeffect.Modifier	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Auctions	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.EndIsland	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Gifts	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.ItemsFished	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Mythos	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Pets	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Races	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Rift	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.ShredderRod	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Spooky	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.Winter	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.auctions.AuctionStats	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.endisland.DragonFight	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.endisland.dragonfight.DragonFightStats	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.endisland.dragonfight.MostDamage	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.mythos.BurrowStats	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.pets.Milestone	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.races.DungeonHub	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.rift.ShenItemBought	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.playerstats.rift.WestVerminVacuumed	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.quests.HarpQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.quests.TrapperQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.Access	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.BlackLagoon	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.Castle	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.DeadCats	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.Dreadfarm	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.Enigma	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.Gallery	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.Inventory	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.SlayerQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.VillagePlaza	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.WestVillage	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.WitherCage	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.WizardTower	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.WyldWoods	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.access.Pass	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.deadcats.Montezuma	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.deadcats.montezuma.Extra	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.gallery.SecuredTrophie	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.inventory.EnderChestContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.inventory.EquipmentContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.inventory.InvArmor	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.inventory.InvContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.slayerquest.RecentMobKill	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.BarryCenter	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.BarterBank	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.Cowboy	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.Lonely	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.Murder	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.Seraphine	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.murder.MurderSnapshot	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.murder.murdersnapshot.Armor	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.villageplaza.murder.murdersnapshot.Pet	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.westvillage.CrazyKloon	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.westvillage.Glyphs	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.westvillage.KatHouse	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.westvillage.Mirrorverse	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.rift.westvillage.crazykloon.SelectedColors	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.shards.Owned	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.shards.Traps	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.shards.traps.ActiveTrap	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.sharedinventory.CandyInventoryContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.sharedinventory.CarnivalMaskInventoryContents	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.skilltree.Experience	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.skilltree.LastReset	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.skilltree.Nodes	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.skilltree.SelectedAbility	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.skilltree.TokensSpent	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.skilltree.nodes.Foraging	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.skilltree.nodes.Mining	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.slayer.SlayerBosses	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.slayer.SlayerQuest	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.slayer.slayerbosses.SlayerStats	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.slayer.slayerbosses.slayerstats.ClaimedLevels	readable	lunar.jar
com.lunarclient.generated.skyblockprofileresponse.profile.member.slayer.slayerquest.RecentMobKill	readable	lunar.jar
com.lunarclient.items.ItemsResponse	readable	lunar.jar
com.lunarclient.items.item.Item	readable	lunar.jar
com.lunarclient.items.item.catacombs_requirements.CatacombsRequirement	readable	lunar.jar
com.lunarclient.items.item.dungeon_item_conversion_cost.DungeonItemConversionCost	readable	lunar.jar
com.lunarclient.items.item.gemstone_slots.GemstoneSlot	readable	lunar.jar
com.lunarclient.items.item.gemstone_slots.costs.GemstoneSlotCost	readable	lunar.jar
com.lunarclient.items.item.museum_data.MuseumData	readable	lunar.jar
com.lunarclient.items.item.prestige.Prestige	readable	lunar.jar
com.lunarclient.items.item.recipes.Recipe	readable	lunar.jar
com.lunarclient.items.item.recipes.output.Output	readable	lunar.jar
com.lunarclient.items.item.requirements.Requirement	readable	lunar.jar
com.lunarclient.items.item.salvages.Salvage	readable	lunar.jar
com.lunarclient.items.item.skin.Skin	readable	lunar.jar
com.lunarclient.items.item.upgrade_costs.UpgradeCost	readable	lunar.jar
com.lunarclient.minecraft.MinecraftUUID	readable	lunar.jar
com.lunarclient.minecraft.MinecraftUsername	readable	lunar.jar
com.lunarclient.minecraft.hypixel.HypixelPlayerUtil	readable	lunar.jar
com.lunarclient.minecraft.hypixel.skyblock.SkyBlockElectionUtil	readable	lunar.jar
com.lunarclient.minecraft.hypixel.skyblock.SkyBlockGardenUtil	readable	lunar.jar
com.lunarclient.minecraft.hypixel.skyblock.SkyBlockItemsUtil	readable	lunar.jar
com.lunarclient.minecraft.hypixel.skyblock.SkyBlockProfileUtil	readable	lunar.jar
com.lunarclient.minecraft.hypixel.skyblock.SkyBlockProfilesUtil	readable	lunar.jar
com.lunarclient.player.Player	readable	lunar.jar
com.lunarclient.player.PlayerResponse	readable	lunar.jar
com.lunarclient.player.achievementTotem.AchievementTotem	readable	lunar.jar
com.lunarclient.player.compassStats.CompassStats	readable	lunar.jar
com.lunarclient.player.cooldowns.Cooldowns	readable	lunar.jar
com.lunarclient.player.cooldowns.fun.Fun	readable	lunar.jar
com.lunarclient.player.eugene.Eugene	readable	lunar.jar
com.lunarclient.player.fireworkStorage.FireworkStorage	readable	lunar.jar
com.lunarclient.player.giftingMeta.GiftingMeta	readable	lunar.jar
com.lunarclient.player.leveling.Leveling	readable	lunar.jar
com.lunarclient.player.parkourCheckpointBests.ParkourCheckpointBests	readable	lunar.jar
com.lunarclient.player.parkourCompletions.ParkourCompletions	readable	lunar.jar
com.lunarclient.player.parkourCompletions.ParkourTime	readable	lunar.jar
com.lunarclient.player.petConsumables.PetConsumables	readable	lunar.jar
com.lunarclient.player.petStats.Pet	readable	lunar.jar
com.lunarclient.player.petStats.PetValue	readable	lunar.jar
com.lunarclient.player.questSettings.QuestSettings	readable	lunar.jar
com.lunarclient.player.skyblock_extra.SkyBlockExtra	readable	lunar.jar
com.lunarclient.player.socialMedia.SocialMedia	readable	lunar.jar
com.lunarclient.player.stats.Stats	readable	lunar.jar
com.lunarclient.player.vanityMeta.VanityMeta	readable	lunar.jar
com.lunarclient.profiles.MaskedProfileResponse	readable	lunar.jar
com.lunarclient.typeadapters.BooleanAdapter	readable	lunar.jar
com.lunarclient.typeadapters.IntegerAdapter	readable	lunar.jar
com.lunarclient.websocket.analytics.v1.AnalyticsService	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.CommonProto	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.CounterUpdate	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.CounterUpdateOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordCountersRequest	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordCountersRequestOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordCountersResponse	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordCountersResponseOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordEnabledModsRequest	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordEnabledModsRequestOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordEnabledModsResponse	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordEnabledModsResponseOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordPinnedServerInteractionRequest	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordPinnedServerInteractionRequestOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordPinnedServerInteractionResponse	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.RecordPinnedServerInteractionResponseOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.analytics.v1.ServiceProto	protobuf	lunar.jar
com.lunarclient.websocket.apollo.v1.ApolloService	protobuf	lunar.jar
com.lunarclient.websocket.apollo.v1.ServiceProto	protobuf	lunar.jar
com.lunarclient.websocket.apollo.v1.TrackFeatureAdoptionRequest	protobuf	lunar.jar
com.lunarclient.websocket.apollo.v1.TrackFeatureAdoptionRequestOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.apollo.v1.TrackFeatureAdoptionResponse	protobuf	lunar.jar
com.lunarclient.websocket.apollo.v1.TrackFeatureAdoptionResponseOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.BadgeService	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.CommonProto	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.EquipBadgeRequest	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.EquipBadgeRequestOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.EquipBadgeResponse	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.EquipBadgeResponseOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.LoginRequest	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.LoginRequestOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.LoginResponse	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.LoginResponseOrBuilder	protobuf	lunar.jar
com.lunarclient.websocket.badge.v1.OwnedBadge	protobuf	lunar.jar
